Local time,Open,High,Low,Close,Volume
16.09.2022 03:00:00.000 GMT+0300,0.99876,1.00363,0.99448,1.00146,493561.875
17.09.2022 03:00:00.000 GMT+0300,1.00146,1.00146,1.00146,1.00146,0
18.09.2022 03:00:00.000 GMT+0300,1.00072,1.00285,1.00047,1.00220,18417.5
19.09.2022 03:00:00.000 GMT+0300,1.00219,1.00322,0.99657,1.00297,382032.5625
20.09.2022 03:00:00.000 GMT+0300,1.00297,1.00504,0.99550,0.99710,427114.375
21.09.2022 03:00:00.000 GMT+0300,0.99710,0.99750,0.98128,0.98313,652419.3125
22.09.2022 03:00:00.000 GMT+0300,0.98316,0.99074,0.98080,0.98383,784096.1875
23.09.2022 03:00:00.000 GMT+0300,0.98384,0.98517,0.96680,0.96885,704859.6875
24.09.2022 03:00:00.000 GMT+0300,0.96885,0.96885,0.96885,0.96885,0
25.09.2022 03:00:00.000 GMT+0300,0.96666,0.97098,0.96666,0.96855,33420.7891
26.09.2022 03:00:00.000 GMT+0300,0.96854,0.97013,0.95503,0.96200,1023484.5
27.09.2022 03:00:00.000 GMT+0300,0.96201,0.96707,0.95689,0.95953,687162.75
28.09.2022 03:00:00.000 GMT+0300,0.95953,0.97508,0.95357,0.97054,964531.1875
29.09.2022 03:00:00.000 GMT+0300,0.97055,0.98437,0.96353,0.98291,712696
30.09.2022 03:00:00.000 GMT+0300,0.98292,0.98537,0.97346,0.98013,555819.625
01.10.2022 03:00:00.000 GMT+0300,0.98013,0.98013,0.98013,0.98013,0
02.10.2022 03:00:00.000 GMT+0300,0.97933,0.98086,0.97891,0.97932,29276.6504
03.10.2022 03:00:00.000 GMT+0300,0.97931,0.98445,0.97525,0.98334,702902.125
04.10.2022 03:00:00.000 GMT+0300,0.98335,0.99995,0.98060,0.99836,585299
05.10.2022 03:00:00.000 GMT+0300,0.99839,0.99947,0.98346,0.99116,551133.75
06.10.2022 03:00:00.000 GMT+0300,0.99115,0.99264,0.97862,0.97888,715901
07.10.2022 03:00:00.000 GMT+0300,0.97888,0.98167,0.97259,0.97388,638962.3125
08.10.2022 03:00:00.000 GMT+0300,0.97388,0.97388,0.97388,0.97388,0
09.10.2022 03:00:00.000 GMT+0300,0.97336,0.97395,0.97274,0.97342,28964.6992
10.10.2022 03:00:00.000 GMT+0300,0.97343,0.97531,0.96815,0.97110,487474.8125
11.10.2022 03:00:00.000 GMT+0300,0.97112,0.97745,0.96698,0.97004,779376.8125
12.10.2022 03:00:00.000 GMT+0300,0.97004,0.97346,0.96678,0.97046,759747.5625
13.10.2022 03:00:00.000 GMT+0300,0.97046,0.98057,0.96315,0.97671,792624.0625
14.10.2022 03:00:00.000 GMT+0300,0.97669,0.98086,0.97070,0.97182,788521.125
15.10.2022 03:00:00.000 GMT+0300,0.97182,0.97182,0.97182,0.97182,0
16.10.2022 03:00:00.000 GMT+0300,0.97201,0.97430,0.97182,0.97395,33260.9219
17.10.2022 03:00:00.000 GMT+0300,0.97395,0.98520,0.97197,0.98435,640690.9375
18.10.2022 03:00:00.000 GMT+0300,0.98434,0.98755,0.98124,0.98625,706946.5
19.10.2022 03:00:00.000 GMT+0300,0.98625,0.98667,0.97571,0.97652,669104.5625
20.10.2022 03:00:00.000 GMT+0300,0.97653,0.98454,0.97544,0.97782,713252.75
21.10.2022 03:00:00.000 GMT+0300,0.97785,0.98689,0.97048,0.98613,880018.3125
22.10.2022 03:00:00.000 GMT+0300,0.98613,0.98613,0.98613,0.98613,0
23.10.2022 03:00:00.000 GMT+0300,0.98712,0.98990,0.98308,0.98595,85661.5391
24.10.2022 03:00:00.000 GMT+0300,0.98594,0.98935,0.98067,0.98842,871401.6875
25.10.2022 03:00:00.000 GMT+0300,0.98842,0.99768,0.98484,0.99616,672168.9375
26.10.2022 03:00:00.000 GMT+0300,0.99617,1.00934,0.99434,1.00932,653239.5
27.10.2022 03:00:00.000 GMT+0300,1.00932,1.00934,0.99575,0.99668,603275.375
28.10.2022 03:00:00.000 GMT+0300,0.99668,0.99980,0.99265,0.99631,611405
29.10.2022 03:00:00.000 GMT+0300,0.99631,0.99631,0.99631,0.99631,0
30.10.2022 03:00:00.000 GMT+0300,0.99464,0.99620,0.99454,0.99543,30263.8398
31.10.2022 03:00:00.000 GMT+0300,0.99543,0.99656,0.98717,0.98856,450843.4063
01.11.2022 03:00:00.000 GMT+0300,0.98856,0.99539,0.98527,0.98772,409025.5313
02.11.2022 03:00:00.000 GMT+0300,0.98772,0.99757,0.98098,0.98138,586630.625
03.11.2022 03:00:00.000 GMT+0300,0.98141,0.98394,0.97299,0.97488,594813.9375
04.11.2022 03:00:00.000 GMT+0300,0.97491,0.99664,0.97472,0.99560,635651.625
05.11.2022 03:00:00.000 GMT+0300,0.99560,0.99560,0.99560,0.99560,0
06.11.2022 03:00:00.000 GMT+0300,0.99036,0.99446,0.99001,0.99281,37536.4297
07.11.2022 03:00:00.000 GMT+0300,0.99282,1.00340,0.99175,1.00173,584552.5
08.11.2022 03:00:00.000 GMT+0300,1.00172,1.00963,0.99715,1.00804,524208.6563
09.11.2022 03:00:00.000 GMT+0300,1.00804,1.00880,0.99927,1.00190,619189.8125
10.11.2022 03:00:00.000 GMT+0300,1.00190,1.02218,0.99354,1.01914,702955.5
11.11.2022 03:00:00.000 GMT+0300,1.01915,1.03640,1.01630,1.03538,649651.6875
12.11.2022 03:00:00.000 GMT+0300,1.03538,1.03538,1.03538,1.03538,0
13.11.2022 03:00:00.000 GMT+0300,1.03354,1.03411,1.03141,1.03266,27155.2695
14.11.2022 03:00:00.000 GMT+0300,1.03266,1.03584,1.02713,1.03196,630287.875
15.11.2022 03:00:00.000 GMT+0300,1.03196,1.04808,1.02799,1.03572,858243.3125
16.11.2022 03:00:00.000 GMT+0300,1.03574,1.04384,1.03307,1.03932,830625.75
17.11.2022 03:00:00.000 GMT+0300,1.03933,1.04065,1.03051,1.03607,603557.25
18.11.2022 03:00:00.000 GMT+0300,1.03606,1.03959,1.03134,1.03235,532628.3125
19.11.2022 03:00:00.000 GMT+0300,1.03235,1.03235,1.03235,1.03235,0
20.11.2022 03:00:00.000 GMT+0300,1.03227,1.03330,1.03213,1.03304,17527.8594
21.11.2022 03:00:00.000 GMT+0300,1.03304,1.03327,1.02227,1.02450,569675.3125
22.11.2022 03:00:00.000 GMT+0300,1.02451,1.03106,1.02417,1.03104,496679.2188
23.11.2022 03:00:00.000 GMT+0300,1.03105,1.04191,1.02963,1.04175,598475.6875
24.11.2022 03:00:00.000 GMT+0300,1.04178,1.04484,1.03816,1.04074,449358.625
25.11.2022 03:00:00.000 GMT+0300,1.04074,1.04291,1.03546,1.03926,468115.5938
26.11.2022 03:00:00.000 GMT+0300,1.03926,1.03926,1.03926,1.03926,0
27.11.2022 03:00:00.000 GMT+0300,1.03716,1.03809,1.03653,1.03666,18148.3008
28.11.2022 03:00:00.000 GMT+0300,1.03667,1.04967,1.03300,1.03433,458326.0938
29.11.2022 03:00:00.000 GMT+0300,1.03432,1.03942,1.03188,1.03235,673293.75
30.11.2022 03:00:00.000 GMT+0300,1.03234,1.04299,1.02900,1.04229,746345.25
01.12.2022 03:00:00.000 GMT+0300,1.04228,1.05393,1.03929,1.05278,774293.625
02.12.2022 03:00:00.000 GMT+0300,1.05278,1.05448,1.04280,1.05325,680635.5625
03.12.2022 03:00:00.000 GMT+0300,1.05325,1.05325,1.05325,1.05325,0
04.12.2022 03:00:00.000 GMT+0300,1.05303,1.05436,1.05303,1.05433,17032.1699
05.12.2022 03:00:00.000 GMT+0300,1.05437,1.05948,1.04800,1.04963,572656.0625
06.12.2022 03:00:00.000 GMT+0300,1.04966,1.05326,1.04591,1.04671,607321.4375
07.12.2022 03:00:00.000 GMT+0300,1.04671,1.05496,1.04431,1.05117,590705.25
08.12.2022 03:00:00.000 GMT+0300,1.05118,1.05647,1.04895,1.05555,527450.375
09.12.2022 03:00:00.000 GMT+0300,1.05554,1.05881,1.05027,1.05316,507626.7188
10.12.2022 03:00:00.000 GMT+0300,1.05316,1.05316,1.05316,1.05316,0
11.12.2022 03:00:00.000 GMT+0300,1.05264,1.05372,1.05179,1.05209,12888.04
12.12.2022 03:00:00.000 GMT+0300,1.05209,1.05800,1.05057,1.05413,425951.125
13.12.2022 03:00:00.000 GMT+0300,1.05412,1.06731,1.05278,1.06242,501172.4063
14.12.2022 03:00:00.000 GMT+0300,1.06241,1.06950,1.06187,1.06757,535307.4375
15.12.2022 03:00:00.000 GMT+0300,1.06758,1.07361,1.05921,1.06385,538041.5625
16.12.2022 03:00:00.000 GMT+0300,1.06386,1.06630,1.05839,1.05839,457650.9375
17.12.2022 03:00:00.000 GMT+0300,1.05839,1.05839,1.05839,1.05839,0
18.12.2022 03:00:00.000 GMT+0300,1.05895,1.05959,1.05824,1.05842,23419.3301
19.12.2022 03:00:00.000 GMT+0300,1.05842,1.06578,1.05757,1.06121,351935.4063
20.12.2022 03:00:00.000 GMT+0300,1.06120,1.06584,1.05788,1.06250,590165
21.12.2022 03:00:00.000 GMT+0300,1.06250,1.06455,1.05901,1.06077,402207.9063
22.12.2022 03:00:00.000 GMT+0300,1.06077,1.06593,1.05730,1.06010,383312.4688
23.12.2022 03:00:00.000 GMT+0300,1.06010,1.06328,1.05867,1.06172,375076.9063
24.12.2022 03:00:00.000 GMT+0300,1.06172,1.06172,1.06172,1.06172,0
25.12.2022 03:00:00.000 GMT+0300,1.06114,1.06237,1.06064,1.06191,4623.6499
26.12.2022 03:00:00.000 GMT+0300,1.06196,1.06459,1.05979,1.06397,52254.7305
27.12.2022 03:00:00.000 GMT+0300,1.06398,1.06694,1.06113,1.06369,281483.9375
28.12.2022 03:00:00.000 GMT+0300,1.06369,1.06742,1.06065,1.06288,349688.4688
29.12.2022 03:00:00.000 GMT+0300,1.06287,1.06902,1.06109,1.06601,316411.3438
30.12.2022 03:00:00.000 GMT+0300,1.06602,1.07131,1.06385,1.07026,393454.3125
31.12.2022 03:00:00.000 GMT+0300,1.07026,1.07026,1.07026,1.07026,0
01.01.2023 03:00:00.000 GMT+0300,1.06970,1.07066,1.06788,1.07005,7410.3799
02.01.2023 03:00:00.000 GMT+0300,1.07007,1.07087,1.06499,1.06765,132616.0625
03.01.2023 03:00:00.000 GMT+0300,1.06764,1.06801,1.05194,1.05455,524145.7813
04.01.2023 03:00:00.000 GMT+0300,1.05453,1.06354,1.05450,1.06061,429927.25
05.01.2023 03:00:00.000 GMT+0300,1.06058,1.06314,1.05148,1.05208,455223.6563
06.01.2023 03:00:00.000 GMT+0300,1.05209,1.06480,1.04823,1.06413,432905.0313
07.01.2023 03:00:00.000 GMT+0300,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 03:00:00.000 GMT+0300,1.06406,1.06628,1.06381,1.06627,14276.54
09.01.2023 03:00:00.000 GMT+0300,1.06628,1.07605,1.06513,1.07326,409019.0938
10.01.2023 03:00:00.000 GMT+0300,1.07324,1.07592,1.07119,1.07382,404914.7813
11.01.2023 03:00:00.000 GMT+0300,1.07383,1.07762,1.07254,1.07652,402476.8125
12.01.2023 03:00:00.000 GMT+0300,1.07652,1.08668,1.07297,1.08595,640656.875
13.01.2023 03:00:00.000 GMT+0300,1.08595,1.08679,1.07803,1.08302,480450.8438
14.01.2023 03:00:00.000 GMT+0300,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 03:00:00.000 GMT+0300,1.08288,1.08350,1.08201,1.08225,12216.6201
16.01.2023 03:00:00.000 GMT+0300,1.08224,1.08741,1.08013,1.08294,296384.8438
17.01.2023 03:00:00.000 GMT+0300,1.08294,1.08693,1.07744,1.07893,489717.3125
18.01.2023 03:00:00.000 GMT+0300,1.07891,1.08873,1.07661,1.07972,365147.5938
19.01.2023 03:00:00.000 GMT+0300,1.07974,1.08398,1.07821,1.08333,211439.6563
20.01.2023 03:00:00.000 GMT+0300,1.08332,1.08587,1.08022,1.08549,156504.0469
21.01.2023 03:00:00.000 GMT+0300,1.08549,1.08549,1.08549,1.08549,0
22.01.2023 03:00:00.000 GMT+0300,1.08678,1.08696,1.08611,1.08643,11689.1875
23.01.2023 03:00:00.000 GMT+0300,1.08639,1.09267,1.08461,1.08711,177250
24.01.2023 03:00:00.000 GMT+0300,1.08711,1.08978,1.08349,1.08897,320408.125
25.01.2023 03:00:00.000 GMT+0300,1.08899,1.09236,1.08571,1.09206,390895.75
26.01.2023 03:00:00.000 GMT+0300,1.09206,1.09293,1.08505,1.08930,370194.0938
27.01.2023 03:00:00.000 GMT+0300,1.08930,1.09001,1.08377,1.08649,300754.2813
28.01.2023 03:00:00.000 GMT+0300,1.08649,1.08649,1.08649,1.08649,0
29.01.2023 03:00:00.000 GMT+0300,1.08643,1.08724,1.08595,1.08717,3631.5601
30.01.2023 03:00:00.000 GMT+0300,1.08718,1.09137,1.08389,1.08499,208046.3438
31.01.2023 03:00:00.000 GMT+0300,1.08500,1.08747,1.08019,1.08606,309289.7188
01.02.2023 03:00:00.000 GMT+0300,1.08605,1.10327,1.08520,1.10124,460773.5625
02.02.2023 03:00:00.000 GMT+0300,1.10123,1.10266,1.08851,1.09043,479788.5938
03.02.2023 03:00:00.000 GMT+0300,1.09044,1.09399,1.07924,1.07929,509132.0625
04.02.2023 03:00:00.000 GMT+0300,1.07929,1.07929,1.07929,1.07929,0
05.02.2023 03:00:00.000 GMT+0300,1.07820,1.07981,1.07817,1.07891,17048.2754
06.02.2023 03:00:00.000 GMT+0300,1.07890,1.07987,1.07092,1.07289,367723.5
07.02.2023 03:00:00.000 GMT+0300,1.07288,1.07664,1.06690,1.07301,497537.75
08.02.2023 03:00:00.000 GMT+0300,1.07303,1.07607,1.07092,1.07151,341167.375
09.02.2023 03:00:00.000 GMT+0300,1.07152,1.07907,1.07093,1.07390,344332.6875
10.02.2023 03:00:00.000 GMT+0300,1.07391,1.07525,1.06661,1.06754,401909.4063
11.02.2023 03:00:00.000 GMT+0300,1.06754,1.06754,1.06754,1.06754,0
12.02.2023 03:00:00.000 GMT+0300,1.06808,1.06821,1.06708,1.06771,9208.8496
13.02.2023 03:00:00.000 GMT+0300,1.06771,1.07322,1.06553,1.07308,316037.4375
14.02.2023 03:00:00.000 GMT+0300,1.07308,1.08044,1.07066,1.07350,544867.5
15.02.2023 03:00:00.000 GMT+0300,1.07351,1.07443,1.06604,1.06912,441191.375
16.02.2023 03:00:00.000 GMT+0300,1.06913,1.07222,1.06544,1.06653,451026.125
17.02.2023 03:00:00.000 GMT+0300,1.06653,1.06982,1.06126,1.06929,406117.0625
18.02.2023 03:00:00.000 GMT+0300,1.06929,1.06929,1.06929,1.06929,0
19.02.2023 03:00:00.000 GMT+0300,1.06849,1.06933,1.06822,1.06838,16735.3203
20.02.2023 03:00:00.000 GMT+0300,1.06840,1.07044,1.06701,1.06821,221425.5156
21.02.2023 03:00:00.000 GMT+0300,1.06821,1.06980,1.06372,1.06512,444103.5
22.02.2023 03:00:00.000 GMT+0300,1.06513,1.06638,1.05989,1.06053,374775.4688
23.02.2023 03:00:00.000 GMT+0300,1.06053,1.06275,1.05769,1.05972,380038.875
24.02.2023 03:00:00.000 GMT+0300,1.05973,1.06141,1.05359,1.05450,468216.375
25.02.2023 03:00:00.000 GMT+0300,1.05450,1.05450,1.05450,1.05450,0
26.02.2023 03:00:00.000 GMT+0300,1.05451,1.05550,1.05439,1.05533,6401.7402
27.02.2023 03:00:00.000 GMT+0300,1.05533,1.06198,1.05328,1.06094,331453.5938
28.02.2023 03:00:00.000 GMT+0300,1.06094,1.06451,1.05726,1.05766,316241.1875
01.03.2023 03:00:00.000 GMT+0300,1.05767,1.06913,1.05651,1.06684,463407.2188
02.03.2023 03:00:00.000 GMT+0300,1.06684,1.06726,1.05764,1.05983,431361.3125
03.03.2023 03:00:00.000 GMT+0300,1.05982,1.06384,1.05882,1.06337,363851.5313
04.03.2023 03:00:00.000 GMT+0300,1.06337,1.06337,1.06337,1.06337,0
05.03.2023 03:00:00.000 GMT+0300,1.06228,1.06288,1.06228,1.06254,8875.9697
06.03.2023 03:00:00.000 GMT+0300,1.06255,1.06942,1.06219,1.06854,333209.2813
07.03.2023 03:00:00.000 GMT+0300,1.06853,1.06943,1.05460,1.05481,464536.9688
08.03.2023 03:00:00.000 GMT+0300,1.05482,1.05738,1.05241,1.05488,401590.9375
09.03.2023 03:00:00.000 GMT+0300,1.05488,1.05910,1.05378,1.05856,361174.1875
10.03.2023 03:00:00.000 GMT+0300,1.05855,1.07004,1.05738,1.06387,574189
11.03.2023 03:00:00.000 GMT+0300,1.06387,1.06387,1.06387,1.06387,0
12.03.2023 03:00:00.000 GMT+0300,1.06808,1.07030,1.06740,1.06810,47134.832
13.03.2023 03:00:00.000 GMT+0300,1.06811,1.07484,1.06500,1.07228,757345.0625
14.03.2023 03:00:00.000 GMT+0300,1.07228,1.07494,1.06787,1.07267,579266.375
15.03.2023 03:00:00.000 GMT+0300,1.07267,1.07597,1.05158,1.05814,683847.125
16.03.2023 03:00:00.000 GMT+0300,1.05814,1.06353,1.05510,1.06135,609332.75
17.03.2023 03:00:00.000 GMT+0300,1.06136,1.06852,1.06116,1.06647,329402.5938
18.03.2023 03:00:00.000 GMT+0300,1.06647,1.06647,1.06647,1.06647,0
19.03.2023 03:00:00.000 GMT+0300,1.06885,1.06886,1.06661,1.06804,12101.3604
20.03.2023 03:00:00.000 GMT+0300,1.06806,1.07309,1.06311,1.07185,483794.4375
21.03.2023 03:00:00.000 GMT+0300,1.07185,1.07886,1.07038,1.07727,397985.6875
22.03.2023 03:00:00.000 GMT+0300,1.07725,1.09124,1.07590,1.08688,459070.9688
23.03.2023 03:00:00.000 GMT+0300,1.08689,1.09296,1.08240,1.08345,524225.7188
24.03.2023 03:00:00.000 GMT+0300,1.08347,1.08370,1.07131,1.07566,537575.125
25.03.2023 03:00:00.000 GMT+0300,1.07566,1.07566,1.07566,1.07566,0
26.03.2023 03:00:00.000 GMT+0300,1.07752,1.07798,1.07648,1.07776,17995.0605
27.03.2023 03:00:00.000 GMT+0300,1.07775,1.08076,1.07449,1.08062,334577.4375
28.03.2023 03:00:00.000 GMT+0300,1.08061,1.08485,1.08033,1.08388,332271.4063
29.03.2023 03:00:00.000 GMT+0300,1.08390,1.08713,1.08177,1.08425,306759.3125
30.03.2023 03:00:00.000 GMT+0300,1.08424,1.09262,1.08235,1.09041,286139.3125
31.03.2023 03:00:00.000 GMT+0300,1.09040,1.09257,1.08368,1.08386,347826.25
01.04.2023 03:00:00.000 GMT+0300,1.08386,1.08386,1.08386,1.08386,0
02.04.2023 03:00:00.000 GMT+0300,1.08398,1.08440,1.08011,1.08023,19590.8691
03.04.2023 03:00:00.000 GMT+0300,1.08024,1.09165,1.07882,1.09066,337520.0938
04.04.2023 03:00:00.000 GMT+0300,1.09067,1.09733,1.08828,1.09575,373178.8438
05.04.2023 03:00:00.000 GMT+0300,1.09576,1.09695,1.08910,1.09029,337709.9375
06.04.2023 03:00:00.000 GMT+0300,1.09029,1.09375,1.08845,1.09194,275627.9375
07.04.2023 03:00:00.000 GMT+0300,1.09195,1.09240,1.08762,1.09029,82552.2734
08.04.2023 03:00:00.000 GMT+0300,1.09029,1.09029,1.09029,1.09029,0
09.04.2023 03:00:00.000 GMT+0300,1.08980,1.09134,1.08980,1.09129,9989.5098
10.04.2023 03:00:00.000 GMT+0300,1.09132,1.09171,1.08313,1.08687,209433.8125
11.04.2023 03:00:00.000 GMT+0300,1.08687,1.09279,1.08670,1.09163,296045.2813
12.04.2023 03:00:00.000 GMT+0300,1.09163,1.10004,1.09147,1.09968,333075.875
13.04.2023 03:00:00.000 GMT+0300,1.09967,1.10676,1.09767,1.10516,295949.25
14.04.2023 03:00:00.000 GMT+0300,1.10517,1.10758,1.09722,1.09922,339943.4375
15.04.2023 03:00:00.000 GMT+0300,1.09922,1.09922,1.09922,1.09922,0
16.04.2023 03:00:00.000 GMT+0300,1.09888,1.09942,1.09832,1.09843,10756.2305
17.04.2023 03:00:00.000 GMT+0300,1.09844,1.09997,1.09091,1.09244,292665.3125
18.04.2023 03:00:00.000 GMT+0300,1.09245,1.09828,1.09222,1.09748,287247.3438
19.04.2023 03:00:00.000 GMT+0300,1.09749,1.09840,1.09172,1.09516,313160.7188
20.04.2023 03:00:00.000 GMT+0300,1.09517,1.09895,1.09334,1.09676,336195.0938
21.04.2023 03:00:00.000 GMT+0300,1.09676,1.09936,1.09380,1.09874,323575.0313
22.04.2023 03:00:00.000 GMT+0300,1.09874,1.09874,1.09874,1.09874,0
23.04.2023 03:00:00.000 GMT+0300,1.09913,1.09962,1.09864,1.09916,10191.6104
24.04.2023 03:00:00.000 GMT+0300,1.09916,1.10570,1.09658,1.10570,295865.9688
25.04.2023 03:00:00.000 GMT+0300,1.10573,1.10670,1.09641,1.09779,344205.7813
26.04.2023 03:00:00.000 GMT+0300,1.09778,1.10952,1.09683,1.10450,394510.6875
27.04.2023 03:00:00.000 GMT+0300,1.10450,1.10634,1.09920,1.10315,345804.1563
28.04.2023 03:00:00.000 GMT+0300,1.10315,1.10449,1.09624,1.10144,413651.9063
29.04.2023 03:00:00.000 GMT+0300,1.10144,1.10144,1.10144,1.10144,0
30.04.2023 03:00:00.000 GMT+0300,1.10240,1.10270,1.10100,1.10105,12342.7998
01.05.2023 03:00:00.000 GMT+0300,1.10106,1.10355,1.09643,1.09687,245771.4531
02.05.2023 03:00:00.000 GMT+0300,1.09687,1.10137,1.09422,1.10107,354493.8438
03.05.2023 03:00:00.000 GMT+0300,1.10110,1.10916,1.10048,1.10685,406548.625
04.05.2023 03:00:00.000 GMT+0300,1.10686,1.10917,1.09860,1.10229,451732.5938
05.05.2023 03:00:00.000 GMT+0300,1.10229,1.10477,1.09667,1.10162,331816.4375
06.05.2023 03:00:00.000 GMT+0300,1.10162,1.10162,1.10162,1.10162,0
07.05.2023 03:00:00.000 GMT+0300,1.10209,1.10228,1.10141,1.10181,11067.4697
08.05.2023 03:00:00.000 GMT+0300,1.10182,1.10535,1.09953,1.09965,248384.2656
09.05.2023 03:00:00.000 GMT+0300,1.09962,1.10007,1.09410,1.09645,276978.9063
10.05.2023 03:00:00.000 GMT+0300,1.09644,1.10068,1.09414,1.09824,322000.3125
11.05.2023 03:00:00.000 GMT+0300,1.09826,1.09981,1.09000,1.09122,366860.1563
12.05.2023 03:00:00.000 GMT+0300,1.09122,1.09354,1.08476,1.08477,269783.3438
13.05.2023 03:00:00.000 GMT+0300,1.08477,1.08477,1.08477,1.08477,0
14.05.2023 03:00:00.000 GMT+0300,1.08610,1.08618,1.08453,1.08527,7661.46
15.05.2023 03:00:00.000 GMT+0300,1.08526,1.08908,1.08480,1.08735,266445.8125
16.05.2023 03:00:00.000 GMT+0300,1.08736,1.09046,1.08550,1.08653,328214
17.05.2023 03:00:00.000 GMT+0300,1.08653,1.08736,1.08102,1.08378,327769.9375
18.05.2023 03:00:00.000 GMT+0300,1.08377,1.08479,1.07624,1.07749,315434.6563
19.05.2023 03:00:00.000 GMT+0300,1.07749,1.08287,1.07600,1.08019,358651.875
20.05.2023 03:00:00.000 GMT+0300,1.08019,1.08019,1.08019,1.08019,0
21.05.2023 03:00:00.000 GMT+0300,1.08043,1.08241,1.08043,1.08218,8384.0898
22.05.2023 03:00:00.000 GMT+0300,1.08219,1.08313,1.07955,1.08104,337025.5
23.05.2023 03:00:00.000 GMT+0300,1.08105,1.08204,1.07601,1.07691,330235.0625
24.05.2023 03:00:00.000 GMT+0300,1.07690,1.08012,1.07421,1.07555,385449.875
25.05.2023 03:00:00.000 GMT+0300,1.07556,1.07556,1.07073,1.07234,357658.4688
26.05.2023 03:00:00.000 GMT+0300,1.07233,1.07585,1.07018,1.07227,330324.4688
27.05.2023 03:00:00.000 GMT+0300,1.07227,1.07227,1.07227,1.07227,0
28.05.2023 03:00:00.000 GMT+0300,1.07201,1.07292,1.07158,1.07214,11618.8301
29.05.2023 03:00:00.000 GMT+0300,1.07214,1.07434,1.07054,1.07067,140625.7188
30.05.2023 03:00:00.000 GMT+0300,1.07067,1.07465,1.06725,1.07316,333132.2813
31.05.2023 03:00:00.000 GMT+0300,1.07316,1.07356,1.06352,1.06933,330368.625
01.06.2023 03:00:00.000 GMT+0300,1.06934,1.07684,1.06617,1.07604,336325.0313
02.06.2023 03:00:00.000 GMT+0300,1.07603,1.07789,1.07050,1.07063,292329.0938
03.06.2023 03:00:00.000 GMT+0300,1.07063,1.07063,1.07063,1.07063,0
