Local time,Open,High,Low,Close,Volume
04.06.2023 03:00:00.000 GMT+0300,1.07098,1.07107,1.06937,1.06967,12345.9004
05.06.2023 03:00:00.000 GMT+0300,1.06970,1.07224,1.06744,1.07113,254750.2813
06.06.2023 03:00:00.000 GMT+0300,1.07112,1.07328,1.06669,1.06984,241590.1563
07.06.2023 03:00:00.000 GMT+0300,1.06985,1.07396,1.06682,1.07069,250364.9531
08.06.2023 03:00:00.000 GMT+0300,1.07070,1.07869,1.07009,1.07818,255503.2813
09.06.2023 03:00:00.000 GMT+0300,1.07819,1.07850,1.07428,1.07456,223916.5625
10.06.2023 03:00:00.000 GMT+0300,1.07456,1.07456,1.07456,1.07456,0
11.06.2023 03:00:00.000 GMT+0300,1.07459,1.07515,1.07431,1.07499,6871.1699
12.06.2023 03:00:00.000 GMT+0300,1.07499,1.07900,1.07330,1.07622,261315.7031
13.06.2023 03:00:00.000 GMT+0300,1.07621,1.08234,1.07591,1.07895,300967.2813
14.06.2023 03:00:00.000 GMT+0300,1.07896,1.08640,1.07739,1.08427,306830.875
15.06.2023 03:00:00.000 GMT+0300,1.08427,1.09525,1.08036,1.09455,317371.6875
16.06.2023 03:00:00.000 GMT+0300,1.09455,1.09704,1.09178,1.09376,291957.1875
17.06.2023 03:00:00.000 GMT+0300,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 03:00:00.000 GMT+0300,1.09302,1.09429,1.09301,1.09397,7841.8599
19.06.2023 03:00:00.000 GMT+0300,1.09398,1.09462,1.09070,1.09235,197192.7813
20.06.2023 03:00:00.000 GMT+0300,1.09234,1.09461,1.08921,1.09198,343024.1563
21.06.2023 03:00:00.000 GMT+0300,1.09197,1.09923,1.09058,1.09915,352557.2188
22.06.2023 03:00:00.000 GMT+0300,1.09916,1.10122,1.09485,1.09554,332281.5
23.06.2023 03:00:00.000 GMT+0300,1.09555,1.09585,1.08443,1.08905,340811.4688
24.06.2023 03:00:00.000 GMT+0300,1.08905,1.08905,1.08905,1.08905,0
25.06.2023 03:00:00.000 GMT+0300,1.09042,1.09070,1.08978,1.09062,15091.8496
26.06.2023 03:00:00.000 GMT+0300,1.09064,1.09200,1.08873,1.09099,265861.9688
27.06.2023 03:00:00.000 GMT+0300,1.09097,1.09766,1.09021,1.09575,333943.9688
28.06.2023 03:00:00.000 GMT+0300,1.09574,1.09621,1.08968,1.09151,345603.6875
29.06.2023 03:00:00.000 GMT+0300,1.09151,1.09414,1.08601,1.08673,345963.0625
30.06.2023 03:00:00.000 GMT+0300,1.08673,1.09317,1.08352,1.09095,361727.7188
01.07.2023 03:00:00.000 GMT+0300,1.09095,1.09095,1.09095,1.09095,0
02.07.2023 03:00:00.000 GMT+0300,1.09094,1.09130,1.09064,1.09075,8639.25
03.07.2023 03:00:00.000 GMT+0300,1.09075,1.09339,1.08702,1.09128,282266.2188
04.07.2023 03:00:00.000 GMT+0300,1.09127,1.09163,1.08768,1.08824,164440.125
05.07.2023 03:00:00.000 GMT+0300,1.08827,1.09078,1.08509,1.08551,288019.5938
06.07.2023 03:00:00.000 GMT+0300,1.08554,1.09006,1.08337,1.08896,399617.5
07.07.2023 03:00:00.000 GMT+0300,1.08895,1.09731,1.08669,1.09646,357005.6563
08.07.2023 03:00:00.000 GMT+0300,1.09646,1.09646,1.09646,1.09646,0
09.07.2023 03:00:00.000 GMT+0300,1.09593,1.09697,1.09563,1.09669,12034.0996
10.07.2023 03:00:00.000 GMT+0300,1.09670,1.10058,1.09434,1.10052,306352.9063
11.07.2023 03:00:00.000 GMT+0300,1.10053,1.10269,1.09768,1.10136,304282.1875
12.07.2023 03:00:00.000 GMT+0300,1.10137,1.11405,1.10119,1.11405,368371.0313
13.07.2023 03:00:00.000 GMT+0300,1.11406,1.12296,1.11298,1.12234,356645.9375
14.07.2023 03:00:00.000 GMT+0300,1.12235,1.12448,1.12041,1.12235,334041.75
15.07.2023 03:00:00.000 GMT+0300,1.12235,1.12235,1.12235,1.12235,0
16.07.2023 03:00:00.000 GMT+0300,1.12284,1.12340,1.12232,1.12273,9704.0195
17.07.2023 03:00:00.000 GMT+0300,1.12271,1.12487,1.12033,1.12373,216791.0938
18.07.2023 03:00:00.000 GMT+0300,1.12374,1.12756,1.12089,1.12281,349562.375
19.07.2023 03:00:00.000 GMT+0300,1.12282,1.12400,1.11742,1.12049,334472.5313
20.07.2023 03:00:00.000 GMT+0300,1.12048,1.12291,1.11184,1.11344,312279.4375
21.07.2023 03:00:00.000 GMT+0300,1.11345,1.11449,1.11079,1.11244,266379.375
22.07.2023 03:00:00.000 GMT+0300,1.11244,1.11244,1.11244,1.11244,0
23.07.2023 03:00:00.000 GMT+0300,1.11197,1.11321,1.11197,1.11243,6832.9399
24.07.2023 03:00:00.000 GMT+0300,1.11244,1.11469,1.10597,1.10630,328370.875
25.07.2023 03:00:00.000 GMT+0300,1.10630,1.10868,1.10207,1.10499,305316.9688
26.07.2023 03:00:00.000 GMT+0300,1.10500,1.11066,1.10377,1.10779,358697.375
27.07.2023 03:00:00.000 GMT+0300,1.10778,1.11496,1.09658,1.09781,479071.7813
28.07.2023 03:00:00.000 GMT+0300,1.09780,1.10475,1.09435,1.10125,430192.0625
29.07.2023 03:00:00.000 GMT+0300,1.10125,1.10125,1.10125,1.10125,0
30.07.2023 03:00:00.000 GMT+0300,1.10206,1.10282,1.10095,1.10238,8122.8599
31.07.2023 03:00:00.000 GMT+0300,1.10239,1.10458,1.09931,1.09966,302688.875
01.08.2023 03:00:00.000 GMT+0300,1.09967,1.10192,1.09523,1.10075,308942.3438
02.08.2023 03:00:00.000 GMT+0300,1.10078,1.10080,1.09178,1.09435,372278.6563
03.08.2023 03:00:00.000 GMT+0300,1.09433,1.09628,1.09122,1.09510,397523.6563
04.08.2023 03:00:00.000 GMT+0300,1.09509,1.10419,1.09349,1.10029,349194.5313
05.08.2023 03:00:00.000 GMT+0300,1.10029,1.10029,1.10029,1.10029,0
06.08.2023 03:00:00.000 GMT+0300,1.10141,1.10151,1.10010,1.10024,12282.9902
07.08.2023 03:00:00.000 GMT+0300,1.10024,1.10117,1.09654,1.10026,229154.2969
08.08.2023 03:00:00.000 GMT+0300,1.10026,1.10111,1.09290,1.09592,308568.7188
09.08.2023 03:00:00.000 GMT+0300,1.09592,1.09953,1.09552,1.09771,275670.625
10.08.2023 03:00:00.000 GMT+0300,1.09771,1.10650,1.09673,1.09815,358179.6875
11.08.2023 03:00:00.000 GMT+0300,1.09815,1.10049,1.09429,1.09433,295037.1563
12.08.2023 03:00:00.000 GMT+0300,1.09433,1.09433,1.09433,1.09433,0
13.08.2023 03:00:00.000 GMT+0300,1.09493,1.09517,1.09401,1.09432,6858.71
14.08.2023 03:00:00.000 GMT+0300,1.09431,1.09600,1.08747,1.09077,301227.4688
15.08.2023 03:00:00.000 GMT+0300,1.09076,1.09524,1.08969,1.09038,338767.4688
16.08.2023 03:00:00.000 GMT+0300,1.09038,1.09345,1.08714,1.08743,306112.4063
17.08.2023 03:00:00.000 GMT+0300,1.08744,1.09180,1.08563,1.08743,247696.4063
18.08.2023 03:00:00.000 GMT+0300,1.08742,1.08938,1.08450,1.08678,281368.6875
19.08.2023 03:00:00.000 GMT+0300,1.08678,1.08678,1.08678,1.08678,0
20.08.2023 03:00:00.000 GMT+0300,1.08672,1.08785,1.08664,1.08749,7350.9502
21.08.2023 03:00:00.000 GMT+0300,1.08747,1.09136,1.08695,1.08975,246257.7031
22.08.2023 03:00:00.000 GMT+0300,1.08974,1.09303,1.08329,1.08464,238743.4531
23.08.2023 03:00:00.000 GMT+0300,1.08465,1.08713,1.08025,1.08654,302015.5
24.08.2023 03:00:00.000 GMT+0300,1.08655,1.08764,1.07928,1.07990,259027
25.08.2023 03:00:00.000 GMT+0300,1.07989,1.08417,1.07658,1.07906,279186.6875
26.08.2023 03:00:00.000 GMT+0300,1.07906,1.07906,1.07906,1.07906,0
27.08.2023 03:00:00.000 GMT+0300,1.07957,1.08010,1.07933,1.07968,8922.9697
28.08.2023 03:00:00.000 GMT+0300,1.07969,1.08298,1.07961,1.08255,187948.6406
29.08.2023 03:00:00.000 GMT+0300,1.08255,1.08919,1.07822,1.08691,276132.6563
30.08.2023 03:00:00.000 GMT+0300,1.08691,1.09454,1.08551,1.09294,306989.625
31.08.2023 03:00:00.000 GMT+0300,1.09292,1.09394,1.08347,1.08424,277059
01.09.2023 03:00:00.000 GMT+0300,1.08422,1.08819,1.07716,1.07717,290722.5938
02.09.2023 03:00:00.000 GMT+0300,1.07717,1.07717,1.07717,1.07717,0
03.09.2023 03:00:00.000 GMT+0300,1.07748,1.07815,1.07716,1.07756,5037.46
04.09.2023 03:00:00.000 GMT+0300,1.07758,1.08087,1.07731,1.07913,125170.5234
05.09.2023 03:00:00.000 GMT+0300,1.07912,1.07982,1.07062,1.07244,284976.0938
06.09.2023 03:00:00.000 GMT+0300,1.07246,1.07488,1.07025,1.07238,272315.1875
07.09.2023 03:00:00.000 GMT+0300,1.07238,1.07317,1.06861,1.06973,220591.5469
08.09.2023 03:00:00.000 GMT+0300,1.06975,1.07438,1.06941,1.06974,249996.4531
09.09.2023 03:00:00.000 GMT+0300,1.06974,1.06974,1.06974,1.06974,0
10.09.2023 03:00:00.000 GMT+0300,1.07147,1.07204,1.07075,1.07162,10922.3799
11.09.2023 03:00:00.000 GMT+0300,1.07165,1.07593,1.07099,1.07476,222001.2344
12.09.2023 03:00:00.000 GMT+0300,1.07476,1.07692,1.07055,1.07531,224377.7344
13.09.2023 03:00:00.000 GMT+0300,1.07530,1.07648,1.07110,1.07327,303261.8438
14.09.2023 03:00:00.000 GMT+0300,1.07327,1.07521,1.06318,1.06350,319678.1875
15.09.2023 03:00:00.000 GMT+0300,1.06349,1.06877,1.06332,1.06576,253386.8906
16.09.2023 03:00:00.000 GMT+0300,1.06576,1.06576,1.06576,1.06576,0
17.09.2023 03:00:00.000 GMT+0300,1.06588,1.06690,1.06578,1.06679,5661.0801
18.09.2023 03:00:00.000 GMT+0300,1.06680,1.06986,1.06546,1.06919,192605.8281
19.09.2023 03:00:00.000 GMT+0300,1.06918,1.07180,1.06746,1.06813,193391.0938
20.09.2023 03:00:00.000 GMT+0300,1.06814,1.07368,1.06478,1.06498,281368.5625
21.09.2023 03:00:00.000 GMT+0300,1.06498,1.06734,1.06167,1.06603,312974.1875
22.09.2023 03:00:00.000 GMT+0300,1.06603,1.06716,1.06150,1.06419,262651.2188
23.09.2023 03:00:00.000 GMT+0300,1.06419,1.06419,1.06419,1.06419,0
24.09.2023 03:00:00.000 GMT+0300,1.06513,1.06518,1.06424,1.06482,7854.3799
25.09.2023 03:00:00.000 GMT+0300,1.06482,1.06555,1.05753,1.05912,224163.2031
26.09.2023 03:00:00.000 GMT+0300,1.05912,1.06090,1.05620,1.05691,237552.0625
27.09.2023 03:00:00.000 GMT+0300,1.05691,1.05740,1.04880,1.05052,299983.875
28.09.2023 03:00:00.000 GMT+0300,1.05053,1.05788,1.04910,1.05621,344744.6875
29.09.2023 03:00:00.000 GMT+0300,1.05622,1.06169,1.05579,1.05694,313679.6563
30.09.2023 03:00:00.000 GMT+0300,1.05694,1.05694,1.05694,1.05694,0
01.10.2023 03:00:00.000 GMT+0300,1.05672,1.05721,1.05578,1.05640,12294.2803
02.10.2023 03:00:00.000 GMT+0300,1.05641,1.05919,1.04752,1.04798,288263.7813
03.10.2023 03:00:00.000 GMT+0300,1.04798,1.04933,1.04483,1.04686,318485.1875
04.10.2023 03:00:00.000 GMT+0300,1.04684,1.05321,1.04514,1.05069,333178.3125
05.10.2023 03:00:00.000 GMT+0300,1.05068,1.05518,1.05000,1.05462,296469.625
06.10.2023 03:00:00.000 GMT+0300,1.05463,1.05999,1.04824,1.05828,379225.9688
07.10.2023 03:00:00.000 GMT+0300,1.05828,1.05828,1.05828,1.05828,0
08.10.2023 03:00:00.000 GMT+0300,1.05529,1.05682,1.05494,1.05661,12822.0098
09.10.2023 03:00:00.000 GMT+0300,1.05662,1.05796,1.05194,1.05786,235006.2344
10.10.2023 03:00:00.000 GMT+0300,1.05788,1.06198,1.05542,1.06042,374356.25
11.10.2023 03:00:00.000 GMT+0300,1.06043,1.06346,1.05806,1.06234,326301.6563
12.10.2023 03:00:00.000 GMT+0300,1.06234,1.06397,1.05257,1.05355,290358.8438
13.10.2023 03:00:00.000 GMT+0300,1.05358,1.05584,1.04954,1.05073,301277.4063
14.10.2023 03:00:00.000 GMT+0300,1.05073,1.05073,1.05073,1.05073,0
15.10.2023 03:00:00.000 GMT+0300,1.05083,1.05253,1.05025,1.05220,12664.0596
16.10.2023 03:00:00.000 GMT+0300,1.05221,1.05627,1.05156,1.05543,220112.375
17.10.2023 03:00:00.000 GMT+0300,1.05543,1.05948,1.05328,1.05727,281288.7188
18.10.2023 03:00:00.000 GMT+0300,1.05726,1.05941,1.05231,1.05379,288211.5
19.10.2023 03:00:00.000 GMT+0300,1.05381,1.06163,1.05282,1.05863,362883.1563
20.10.2023 03:00:00.000 GMT+0300,1.05862,1.06035,1.05649,1.05927,263167.9375
21.10.2023 03:00:00.000 GMT+0300,1.05927,1.05927,1.05927,1.05927,0
22.10.2023 03:00:00.000 GMT+0300,1.05950,1.05968,1.05883,1.05896,8350.3701
23.10.2023 03:00:00.000 GMT+0300,1.05893,1.06779,1.05714,1.06698,268384.3125
24.10.2023 03:00:00.000 GMT+0300,1.06699,1.06942,1.05830,1.05949,270309.125
25.10.2023 03:00:00.000 GMT+0300,1.05952,1.06067,1.05601,1.05661,247538.9063
26.10.2023 03:00:00.000 GMT+0300,1.05661,1.05691,1.05221,1.05638,287134.7813
27.10.2023 03:00:00.000 GMT+0300,1.05637,1.05970,1.05354,1.05605,215605.2344
28.10.2023 03:00:00.000 GMT+0300,1.05605,1.05605,1.05605,1.05605,0
29.10.2023 03:00:00.000 GMT+0300,1.05644,1.05749,1.05588,1.05618,7605.1802
30.10.2023 03:00:00.000 GMT+0300,1.05618,1.06250,1.05471,1.06138,228351.2188
31.10.2023 03:00:00.000 GMT+0300,1.06139,1.06748,1.05574,1.05780,318746.875
01.11.2023 03:00:00.000 GMT+0300,1.05778,1.05867,1.05167,1.05866,374997.1563
02.11.2023 03:00:00.000 GMT+0300,1.05866,1.06675,1.05837,1.06155,285187.1563
03.11.2023 03:00:00.000 GMT+0300,1.06158,1.07467,1.06146,1.07295,277715.4688
04.11.2023 03:00:00.000 GMT+0300,1.07295,1.07295,1.07295,1.07295,0
05.11.2023 03:00:00.000 GMT+0300,1.07232,1.07334,1.07207,1.07313,3880.1399
06.11.2023 03:00:00.000 GMT+0300,1.07316,1.07562,1.07149,1.07182,206932.1875
07.11.2023 03:00:00.000 GMT+0300,1.07184,1.07193,1.06640,1.06956,244627.9063
08.11.2023 03:00:00.000 GMT+0300,1.06956,1.07160,1.06593,1.07112,228082.4375
09.11.2023 03:00:00.000 GMT+0300,1.07113,1.07254,1.06601,1.06669,278652.375
10.11.2023 03:00:00.000 GMT+0300,1.06671,1.06927,1.06560,1.06848,223192.0469
11.11.2023 03:00:00.000 GMT+0300,1.06848,1.06848,1.06848,1.06848,0
12.11.2023 03:00:00.000 GMT+0300,1.06818,1.06906,1.06799,1.06905,5575.71
13.11.2023 03:00:00.000 GMT+0300,1.06902,1.07061,1.06650,1.07012,184355.6875
14.11.2023 03:00:00.000 GMT+0300,1.07013,1.08875,1.06928,1.08777,298120.4063
15.11.2023 03:00:00.000 GMT+0300,1.08776,1.08858,1.08315,1.08541,276391.7813
16.11.2023 03:00:00.000 GMT+0300,1.08542,1.08955,1.08300,1.08529,261803.1563
17.11.2023 03:00:00.000 GMT+0300,1.08530,1.09148,1.08247,1.09138,256575.6094
18.11.2023 03:00:00.000 GMT+0300,1.09138,1.09138,1.09138,1.09138,0
19.11.2023 03:00:00.000 GMT+0300,1.09095,1.09110,1.09054,1.09055,6802.8501
20.11.2023 03:00:00.000 GMT+0300,1.09054,1.09517,1.08974,1.09446,229176.875
21.11.2023 03:00:00.000 GMT+0300,1.09447,1.09651,1.09001,1.09169,266621.2188
22.11.2023 03:00:00.000 GMT+0300,1.09170,1.09229,1.08522,1.08878,290509.2188
23.11.2023 03:00:00.000 GMT+0300,1.08880,1.09303,1.08870,1.09038,158985.8438
24.11.2023 03:00:00.000 GMT+0300,1.09037,1.09486,1.08949,1.09341,176773.2656
25.11.2023 03:00:00.000 GMT+0300,1.09341,1.09341,1.09341,1.09341,0
26.11.2023 03:00:00.000 GMT+0300,1.09438,1.09474,1.09384,1.09396,4636
27.11.2023 03:00:00.000 GMT+0300,1.09397,1.09592,1.09251,1.09589,246260.5938
28.11.2023 03:00:00.000 GMT+0300,1.09589,1.10088,1.09344,1.10039,294814.3125
29.11.2023 03:00:00.000 GMT+0300,1.10041,1.10171,1.09601,1.09732,317981.375
30.11.2023 03:00:00.000 GMT+0300,1.09731,1.09838,1.08794,1.08916,339794.75
01.12.2023 03:00:00.000 GMT+0300,1.08917,1.09127,1.08287,1.08788,340589.6875
02.12.2023 03:00:00.000 GMT+0300,1.08788,1.08788,1.08788,1.08788,0
03.12.2023 03:00:00.000 GMT+0300,1.08771,1.08948,1.08766,1.08857,14945.9297
04.12.2023 03:00:00.000 GMT+0300,1.08858,1.08865,1.08040,1.08373,306548.7813
05.12.2023 03:00:00.000 GMT+0300,1.08373,1.08474,1.07781,1.07932,336612.9688
06.12.2023 03:00:00.000 GMT+0300,1.07933,1.08047,1.07586,1.07661,269724.0938
07.12.2023 03:00:00.000 GMT+0300,1.07664,1.08175,1.07552,1.07895,351043.25
08.12.2023 03:00:00.000 GMT+0300,1.07896,1.08005,1.07236,1.07592,364118.0313
09.12.2023 03:00:00.000 GMT+0300,1.07592,1.07592,1.07592,1.07592,0
10.12.2023 03:00:00.000 GMT+0300,1.07592,1.07676,1.07556,1.07651,3853.29
11.12.2023 03:00:00.000 GMT+0300,1.07653,1.07789,1.07415,1.07653,234562.125
12.12.2023 03:00:00.000 GMT+0300,1.07653,1.08279,1.07612,1.07982,278615.875
13.12.2023 03:00:00.000 GMT+0300,1.07983,1.08965,1.07731,1.08825,340496.25
14.12.2023 03:00:00.000 GMT+0300,1.08826,1.10092,1.08791,1.09932,482539.5625
15.12.2023 03:00:00.000 GMT+0300,1.09934,1.10036,1.08885,1.08922,358983.125
16.12.2023 03:00:00.000 GMT+0300,1.08922,1.08922,1.08922,1.08922,0
17.12.2023 03:00:00.000 GMT+0300,1.08973,1.08980,1.08920,1.08948,6411.2202
18.12.2023 03:00:00.000 GMT+0300,1.08948,1.09311,1.08939,1.09231,246913.625
19.12.2023 03:00:00.000 GMT+0300,1.09231,1.09873,1.09148,1.09792,282074.8125
20.12.2023 03:00:00.000 GMT+0300,1.09793,1.09793,1.09298,1.09432,263444.4375
21.12.2023 03:00:00.000 GMT+0300,1.09433,1.10125,1.09352,1.10056,349869.5938
22.12.2023 03:00:00.000 GMT+0300,1.10057,1.10401,1.09938,1.10135,348653.4063
23.12.2023 03:00:00.000 GMT+0300,1.10135,1.10135,1.10135,1.10135,0
24.12.2023 03:00:00.000 GMT+0300,1.10108,1.10159,1.10108,1.10149,94.5
25.12.2023 03:00:00.000 GMT+0300,1.10149,1.10230,1.09933,1.10186,7792.98
26.12.2023 03:00:00.000 GMT+0300,1.10187,1.10450,1.10085,1.10422,182196.2969
27.12.2023 03:00:00.000 GMT+0300,1.10422,1.11226,1.10286,1.11082,208841.1875
28.12.2023 03:00:00.000 GMT+0300,1.11081,1.11394,1.10552,1.10677,272568.5938
29.12.2023 03:00:00.000 GMT+0300,1.10678,1.10842,1.10339,1.10374,293551.4375
30.12.2023 03:00:00.000 GMT+0300,1.10374,1.10374,1.10374,1.10374,0
31.12.2023 03:00:00.000 GMT+0300,1.10374,1.10374,1.10374,1.10374,0
01.01.2024 03:00:00.000 GMT+0300,1.10427,1.10447,1.10356,1.10365,3923.96
02.01.2024 03:00:00.000 GMT+0300,1.10366,1.10432,1.09375,1.09416,277225.32019999996
03.01.2024 03:00:00.000 GMT+0300,1.09416,1.09654,1.08929,1.09258,327367.4491
04.01.2024 03:00:00.000 GMT+0300,1.09259,1.09721,1.09160,1.09462,281486.6496
05.01.2024 03:00:00.000 GMT+0300,1.09461,1.09984,1.08767,1.09392,356942.4523
06.01.2024 03:00:00.000 GMT+0300,1.09392,1.09392,1.09392,1.09392,0
07.01.2024 03:00:00.000 GMT+0300,1.09386,1.09456,1.09349,1.09415,4674.3701
08.01.2024 03:00:00.000 GMT+0300,1.09413,1.09788,1.09226,1.09497,252675.19900000002
09.01.2024 03:00:00.000 GMT+0300,1.09497,1.09663,1.09103,1.09317,275837.01080000005
10.01.2024 03:00:00.000 GMT+0300,1.09316,1.09747,1.09228,1.09740,257606.652
11.01.2024 03:00:00.000 GMT+0300,1.09742,1.10000,1.09302,1.09824,419645.9457
12.01.2024 03:00:00.000 GMT+0300,1.09823,1.09868,1.09359,1.09483,308572.6066
13.01.2024 03:00:00.000 GMT+0300,1.09483,1.09483,1.09483,1.09483,0
14.01.2024 03:00:00.000 GMT+0300,1.09480,1.09502,1.09440,1.09451,5573.3398
15.01.2024 03:00:00.000 GMT+0300,1.09451,1.09675,1.09335,1.09449,200078.9688
16.01.2024 03:00:00.000 GMT+0300,1.09447,1.09461,1.08620,1.08784,397047.0203
17.01.2024 03:00:00.000 GMT+0300,1.08786,1.08860,1.08445,1.08860,342285.1316000001
18.01.2024 03:00:00.000 GMT+0300,1.08861,1.09067,1.08466,1.08799,365222.90400000004
19.01.2024 03:00:00.000 GMT+0300,1.08800,1.08983,1.08656,1.08960,258487.7033
20.01.2024 03:00:00.000 GMT+0300,1.08960,1.08960,1.08960,1.08960,0
21.01.2024 03:00:00.000 GMT+0300,1.08906,1.08976,1.08878,1.08920,5146
22.01.2024 03:00:00.000 GMT+0300,1.08920,1.09094,1.08768,1.08772,233830.13999999998
23.01.2024 03:00:00.000 GMT+0300,1.08776,1.09162,1.08215,1.08572,278337.1821
24.01.2024 03:00:00.000 GMT+0300,1.08573,1.09323,1.08514,1.08810,357244.501
25.01.2024 03:00:00.000 GMT+0300,1.08811,1.09018,1.08216,1.08454,364079.333
26.01.2024 03:00:00.000 GMT+0300,1.08455,1.08854,1.08128,1.08504,288642.45940000005
27.01.2024 03:00:00.000 GMT+0300,1.08504,1.08504,1.08504,1.08504,0
28.01.2024 03:00:00.000 GMT+0300,1.08468,1.08490,1.08414,1.08422,11513.1299
29.01.2024 03:00:00.000 GMT+0300,1.08423,1.08500,1.07958,1.08336,221235.7973
30.01.2024 03:00:00.000 GMT+0300,1.08336,1.08573,1.08119,1.08428,289288.9393999999
31.01.2024 03:00:00.000 GMT+0300,1.08429,1.08874,1.07949,1.08039,444658.9406
01.02.2024 03:00:00.000 GMT+0300,1.08039,1.08761,1.07799,1.08742,420186.1600000004
02.02.2024 03:00:00.000 GMT+0300,1.08741,1.08974,1.07804,1.07849,341685.4795999995
03.02.2024 03:00:00.000 GMT+0300,1.07849,1.07849,1.07849,1.07849,0
04.02.2024 03:00:00.000 GMT+0300,1.07854,1.07858,1.07698,1.07796,10488.329999999998
05.02.2024 03:00:00.000 GMT+0300,1.07796,1.07861,1.07231,1.07410,269536.1800000003
06.02.2024 03:00:00.000 GMT+0300,1.07409,1.07623,1.07225,1.07566,284149.05000000016
07.02.2024 03:00:00.000 GMT+0300,1.07569,1.07838,1.07556,1.07754,288848.3198999997
08.02.2024 03:00:00.000 GMT+0300,1.07754,1.07889,1.07416,1.07776,255929.22000000015
09.02.2024 03:00:00.000 GMT+0300,1.07775,1.07951,1.07621,1.07821,262254.08010000037
10.02.2024 03:00:00.000 GMT+0300,1.07821,1.07821,1.07821,1.07821,0
11.02.2024 03:00:00.000 GMT+0300,1.07767,1.07983,1.07766,1.07979,12133.989999999998
12.02.2024 03:00:00.000 GMT+0300,1.07980,1.08055,1.07559,1.07717,197293.68000000017
13.02.2024 03:00:00.000 GMT+0300,1.07718,1.07985,1.07005,1.07083,294618.1003000001
14.02.2024 03:00:00.000 GMT+0300,1.07083,1.07344,1.06949,1.07319,257117.2599000001
15.02.2024 03:00:00.000 GMT+0300,1.07321,1.07847,1.07246,1.07726,300766.8000000001
16.02.2024 03:00:00.000 GMT+0300,1.07726,1.07874,1.07319,1.07749,261144.0699999999
17.02.2024 03:00:00.000 GMT+0300,1.07749,1.07749,1.07749,1.07749,0